Date,Dialer,Agent,COID,AID,Campaign,Company,Phone,Included on Output File,Submitted As,Passed Type,Incentive Value,Coaching Notes
1/9/2017,F,Ashley Defilippo,003A000000e7XXSIA2,001A000000W8IjDIAV,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Milestone Medical Services,3014081885,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003G0000011aOfyIAE,001A000000W9HrUIAV,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Brigitte J Abrishami MD,3015912465,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003G000002X64V8IAJ,001G000001y5bRNIAY,OTM Responder - 2017 Jan Houston Dinner Seminar,"Foundation Foot & Ankle Centers, PLLC",7132347057,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003G000002LDly2IAD,001G000001qkuo6IAA,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Elite Cardiac & Vascular Care,9494539393,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003A000000fZLjkIAG,001A000000W8Oz9IAF,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Mehar Mary Iqbal MD,7146701261,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003A000000bjwrTIAQ,001A000000W92lHIAR,OTM Responder - 2017 Jan Orlando Dinner Seminar,Central Florida Kidney Center,4078436110,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003A000000fzJABIA2,001A000000W8mGCIAZ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Group Orthopedics,4085594343,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ashley Defilippo,003A000000fzJfIIAU,001A000000W8eVnIAJ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Rejuve,4088677400,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000fzUX0IAM,001A000000W9BVPIA3,OTM Responder - 2017 Jan San Jose Dinner Seminar,Fremont Dermatology,5107900477,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000cxIsSIAU,001A000000W8ltvIAB,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Kamalinee V Deshpande MD,3014936866,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000e7VbsIAE,001A000000W8Xy3IAF,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Pulmonary Critical Care Associates,2025265491,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000e7biIIAQ,001A000000W91tTIAR,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Fairfax Convenient Care,7038490900,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003G000002YdhHKIAZ,001G000001yhlV2IAI,OTM Responder - 2017 Jan Houston Dinner Seminar,Katy Medical & Wellness,2814921900,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000fYmL6IAK,001A000000W8cAWIAZ,OTM Responder - 2017 Jan Houston Dinner Seminar,West Side Cardiovascular Associates,7139738821,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000bjxsPIAQ,001A000000W8X94IAF,OTM Responder - 2017 Jan Orlando Dinner Seminar,Florida Neuro Health,4073325141,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003G0000013UfIbIAK,001G000000pHaoWIAS,OTM Responder - 2017 Jan Orlando Dinner Seminar,Howard Blount MD,4072919500,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anne Peabody,003A000000fzW55IAE,001A000000W8YgTIAV,OTM Responder - 2017 Jan San Jose Dinner Seminar,Bradford Rabin MD,6504947004,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anthony Ryan,003G000001CkCB9IAN,001G000000xpr14IAA,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Orthopedic Care Associates,3014454800,x,Registered,Registered,$3.50 ,
1/9/2017,F,Anthony Ryan,003G0000023idqGIAQ,001G000001fGF12IAG,OTM Responder - 2017 Jan Orlando Dinner Seminar,Powers Pediatrics,4072862965,x,Registered,Registered,$3.50 ,
1/9/2017,F,Barnaby Thomas,003A000000e6sFIIAY,001A000000W8xrOIAR,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Denise Chevalier MD,2025460062,x,Registered,Registered,$3.50 ,
1/9/2017,F,Barnaby Thomas,003G00000199AfAIAU,001A000000W8hQaIAJ,OTM Responder - 2017 Jan Orlando Dinner Seminar,Advanced Medical Associates,4072993166,x,Registered,Registered,$3.50 ,
1/9/2017,F,Barnaby Thomas,003G000002YdgsyIAB,001G000001yhlTfIAI,OTM Responder - 2017 Jan Orlando Dinner Seminar,Odb Health,4078946980,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003A000000e7TEgIAM,001A000000W8ZK7IAN,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Suhair H Abulfarag MD,3013304414,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003G000000rdtuvIAA,001G000000gwoRxIAI,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Metro Renal Associates,2028775408,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003A000000bk2GpIAI,001A000000W8jCCIAZ,OTM Responder - 2017 Jan Houston Dinner Seminar,Family Care Clinic,7134642656,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003A000000fycu4IAA,001A000000OqzghIAB,OTM Responder - 2017 Jan Houston Dinner Seminar,Renal Clinic of Houston,7134649100,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003A000000fZ3AfIAK,001A000000W8mRSIAZ,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Mark J Rodrigues MD,7142459900,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003G000001CgnW8IAJ,001G000000wBhtwIAC,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,DR Martin C Nation MD,7146344884,x,Registered,Registered,$3.50 ,
1/9/2017,F,Gerard Pitts,003G0000013Uf9GIAS,001G000000gwfsFIAQ,OTM Responder - 2017 Jan Orlando Dinner Seminar,Colon & Rectal Clinic,4074223790,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003G000000rdteLIAQ,001G000000gwomBIAQ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Ali Hendi MD PC,3019861006,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003A000000e6sgvIAA,001A000000W8UprIAF,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Capitol Area Renal Associates,2028770698,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003A000000e7dSbIAI,001A000000W8cjvIAB,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Girja R Jalla MD,7038206060,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003G000002X5HPQIA3,001G000001y5I3KIAU,OTM Responder - 2017 Jan Houston Dinner Seminar,Grand Medical Clinic,2816915717,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003A000000fYlR9IAK,001A000000W9HxzIAF,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Allergy & Asthma Specialists,7148488585,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003A000000bkM3OIAU,001A000000W8zKkIAJ,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Crystal Cove Dermatology,9496409633,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003A000000fzOylIAE,001A000000W963rIAB,OTM Responder - 2017 Jan San Jose Dinner Seminar,Richard R Abe DPM,4089230309,x,Registered,Registered,$3.50 ,
1/9/2017,F,John Bonetti,003G000001xlt5SIAQ,001G000001b6TqYIAU,OTM Responder - 2017 Jan San Jose Dinner Seminar,Yusra Hussain MD,6503281676,x,Registered,Registered,$3.50 ,
1/9/2017,F,Johanna Dejong,003A000000e7TuUIAU,001A000000W8e9OIAR,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Ajit D Shah MD,3018916083,x,Registered,Registered,$3.50 ,
1/9/2017,F,Johanna Dejong,003G000002YdhC5IAJ,001G000001yhlUpIAI,OTM Responder - 2017 Jan Houston Dinner Seminar,Baytown Nursing & Rehabilitatn,2814229541,x,Registered,Registered,$3.50 ,
1/9/2017,F,Johanna Dejong,003A000000bkOzlIAE,001A000000W9KeJIAV,OTM Responder - 2017 Jan Orlando Dinner Seminar,Vascular & Thoracic Surgery FL,4076281300,x,Registered,Registered,$3.50 ,
1/9/2017,F,Johanna Dejong,003A000000cIa9EIAS,001A000000W8YjPIAV,OTM Responder - 2017 Jan Orlando Dinner Seminar,Charles E Williams MD,4076786466,x,Registered,Registered,$3.50 ,
1/9/2017,F,Jim McGonigle,003A000000e7VcVIAU,001A000000W92V1IAJ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Comprehensive Family Medical Center,2402600230,x,Registered,Registered,$3.50 ,
1/9/2017,F,Jim McGonigle,003A000000fZIeDIAW,001A000000W8kobIAB,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Marcelo-Mangune Medical Corporation,5626332021,x,Registered,Registered,$3.50 ,
1/9/2017,F,Jim McGonigle,003A000000bkEdxIAE,001A000000W8IgBIAV,OTM Responder - 2017 Jan Orlando Dinner Seminar,Ross & Williams MDs,4072951294,x,Registered,Registered,$3.50 ,
1/9/2017,F,Jim McGonigle,003A000000fzLqRIAU,001A000000W8t50IAB,OTM Responder - 2017 Jan San Jose Dinner Seminar,Hien N Truong MD,4085320960,x,Registered,Registered,$3.50 ,
1/9/2017,F,Kevin Clinton,003A000000kpCuQIAU,001A000000W8Zv0IAF,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Oc Joeun Medical Group,7145341112,x,Registered,Registered,$3.50 ,
1/9/2017,F,Kevin Clinton,003A000000fzTGBIA2,001A000000OqwHbIAJ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Women In Focus Medical Group Inc,6509659155,x,Registered,Registered,$3.50 ,
1/9/2017,F,Lauren Gerry,003G000002LDeERIA1,001G000001qksJiIAI,OTM Responder - 2017 Jan Houston Dinner Seminar,Faith Family Health/Wght Management Cln,2814407399,x,Registered,Registered,$3.50 ,
1/9/2017,F,Mitch Adams,003A000000gbJdzIAE,001A000000W94zUIAR,OTM Responder - 2017 Jan San Jose Dinner Seminar,Andrew A Hsu MD,4087390070,x,Registered,Registered,$3.50 ,
1/9/2017,F,Mitch Adams,003A000000e7aBNIAY,001A000000W8rOzIAJ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Health Choices PLLC,7035275384,x,Registered,Registered,$3.50 ,
1/9/2017,F,Robyn Davis,003A000000e8mZNIAY,001A000000W8LQWIA3,OTM Responder - 2017 Jan Orlando Dinner Seminar,Central Florida Gastroenterology,4073957040,x,Registered,Registered,$3.50 ,
1/9/2017,F,Robyn Davis,003A000000fzNlfIAE,001A000000W90OQIAZ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Dorothy J Buckner MD,4083568150,x,Registered,Registered,$3.50 ,
1/9/2017,F,Robyn Davis,003A000000gbJCcIAM,001A000000W95aoIAB,OTM Responder - 2017 Jan San Jose Dinner Seminar,Swati Mungekar MD,4083583685,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ryan Fish,003A000000e7TOsIAM,001A000000W8SlPIAV,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Mukemiao Abdulla MD,3017798866,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ryan Fish,003A000000fZKiCIAW,001A000000W8wIqIAJ,OTM Responder - 2017 Jan Houston Dinner Seminar,Cyfair Pediatric Clinic,2814639339,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ryan Fish,003G000001FPPjxIAH,001G000000yrRxRIAU,OTM Responder - 2017 Jan Houston Dinner Seminar,Kapil J Dave,2814101195,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ryan Fish,003G000000re0B7IAI,001G000000gwrOyIAI,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Ruiz Patel Medical Clinic,7149550038,x,Registered,Registered,$3.50 ,
1/9/2017,F,Ryan Fish,003G000002GTlkKIAT,001G000001oFTObIAO,OTM Responder - 2017 Jan Orlando Dinner Seminar,Cannizzaro Integrative Pediatric Care,3212805867,x,Registered,Registered,$3.50 ,
1/9/2017,F,Sherina Howard,003G0000027dO80IAE,001G000001j5IwAIAU,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Kessous & Kessous MDPC,7327688939,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ashley Defilippo,003G000002LDjZJIA1,001G000001qkxWqIAI,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Heart Consultants,3013304455,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ashley Defilippo,003A000000e7auNIAQ,001A000000W9ES0IAN,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Health Choices,7035275384,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ashley Defilippo,003G000001QHCr6IAH,001G000001BJSQPIA5,OTM Responder - 2017 Jan Houston Dinner Seminar,Express Family Clinic,2817420624,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ashley Defilippo,003G0000010aunoIAA,001A000000W90VsIAJ,OTM Responder - 2017 Jan Orlando Dinner Seminar,Neurology Headache & Pain Clinic,3212642011,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003G0000013UKr3IAG,001G000000pHYvXIAW,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Loudoun Walkin Medical Center,7037269056,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003A000000e7Tz2IAE,001A000000W97NrIAJ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Langley Medical Center For Children,3014344100,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003A000000d0A9wIAE,001A000000W95ziIAB,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Vigila C Harris MD,3018562210,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003G0000020BShJIAW,001G000001c5wN4IAI,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Leon G Shingledecker DPM,5048889403,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003G000002Ydt14IAB,001G000001zS51JIAS,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Dr Edward Madison,5042410861,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003G0000013UfQfIAK,001G000000pHapEIAS,OTM Responder - 2017 Jan Orlando Dinner Seminar,Womens Healthcare Orlando,4074532072,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003G0000013qG5sIAE,001A000000W99iQIAR,OTM Responder - 2017 Jan Orlando Dinner Seminar,Christopher C Mai MD,3864273767,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anne Peabody,003A000000fzQoSIAU,001A000000W9AKfIAN,OTM Responder - 2017 Jan San Jose Dinner Seminar,Richard J Kochenburger MD,5105226544,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anthony Ryan,003A000000e7VZbIAM,001A000000W8qhZIAR,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Uchechi T Opaigbeogu MD,3016860067,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anthony Ryan,003G0000013VKqQIAW,001G000000pHfljIAC,OTM Responder - 2017 Jan Houston Dinner Seminar,Elijah Medical Clinic,8327675536,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anthony Ryan,003A000000e8sWhIAI,001A000000W9FQjIAN,OTM Responder - 2017 Jan Memphis Dinner Seminar,Paul W Hutchison DPM,9013653668,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anthony Ryan,003A000000fYfalIAC,001A000000W9KcGIAV,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Bolsa Medical Group,7145312091,x,Registered,Registered,$3.50 ,
1/10/2017,F,Anthony Ryan,003G0000012gd3zIAA,001A000000W8NmsIAF,OTM Responder - 2017 Jan Orlando Dinner Seminar,Rainbow Pediatrics,8634212799,x,Registered,Registered,$3.50 ,
1/10/2017,F,Barnaby Thomas,003G000002LDqJmIAL,001G000001qkswkIAA,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Philip S Weiss MD,5042770087,x,Registered,Registered,$3.50 ,
1/10/2017,F,Barnaby Thomas,003A000000fzP5UIAU,001A000000W8ilbIAB,OTM Responder - 2017 Jan Seattle Dinner Seminar,Northwest Foot & Ankle,2063655484,x,Registered,Registered,$3.50 ,
1/10/2017,F,Debora Fleury,003G0000013UeqLIAS,001G000000pHamYIAS,OTM Responder - 2017 Jan Orlando Dinner Seminar,Central Florida Cardio&Vsclr Ct,3523431158,x,Registered,Registered,$3.50 ,
1/10/2017,F,Debora Fleury,003G0000013qExNIAU,001A000000W94TkIAJ,OTM Responder - 2017 Jan Orlando Dinner Seminar,Ricardo A Serrano MD,3214532267,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003A000000e7V88IAE,001A000000W8aPyIAJ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Metro Surgical Center,3019722731,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003G0000013ULFHIA4,001G000000pHYy4IAG,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Clinton Primary & Urgent Care Center,3018682555,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003G000001gZ3ftIAC,001G000001LOBiHIAX,OTM Responder - 2017 Jan Houston Dinner Seminar,Nephrology & Hypertension Specialists,2814223000,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003G000002CDk9bIAD,001G000001m29N1IAI,OTM Responder - 2017 Jan Houston Dinner Seminar,Respiratory Quality Services,7133499008,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003A000000fZHajIAG,001A000000W90mJIAR,OTM Responder - 2017 Jan Costa Mesa Dinner Seminar,Andre Babajanians MD,5625943766,x,Registered,Registered,$3.50 ,
1/10/2017,F,Gerard Pitts,003G000002LDjbcIAD,001G000001qkyw0IAA,OTM Responder - 2017 Jan Orlando Dinner Seminar,Lori Kosmicki ARNP,3525899661,x,Registered,Registered,$3.50 ,
1/10/2017,F,John Bonetti,003A000000e7SzrIAE,001A000000W8KLEIA3,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Jeffrey R Kaplan MD,4109649300,x,Registered,Registered,$3.50 ,
1/10/2017,F,John Bonetti,003A000000fYsvXIAS,001A000000W8fqPIAR,OTM Responder - 2017 Jan Houston Dinner Seminar,Texas Orthopedic/Spts Medicine Center,7135720030,x,Registered,Registered,$3.50 ,
1/10/2017,F,John Bonetti,003G000001OJOSQIA5,001G0000019gwE5IAI,OTM Responder - 2017 Jan Houston Dinner Seminar,Willie Hawkins MD,7138825926,x,Registered,Registered,$3.50 ,
1/10/2017,F,John Bonetti,003A000000e8jEsIAI,001A000000XxpL5IAJ,OTM Responder - 2017 Jan Memphis Dinner Seminar,Poplar Podiatry,9016819141,x,Registered,Registered,$3.50 ,
1/10/2017,F,John Bonetti,003A000000cKgSPIA0,001A000000W9BGqIAN,OTM Responder - 2017 Jan San Jose Dinner Seminar,Monterey Bay Orthopedics,8317226004,x,Registered,Registered,$3.50 ,
1/10/2017,F,Johanna Dejong,003A000000e7VHMIA2,001A000000W8JbAIAV,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Gladys W Heatley MD,3017734400,x,Registered,Registered,$3.50 ,
1/10/2017,F,Johanna Dejong,003A000000e8sPFIAY,001A000000W96gZIAR,OTM Responder - 2017 Jan Memphis Dinner Seminar,Germantown OB/GYN,9017534200,x,Registered,Registered,$3.50 ,
1/10/2017,F,Johanna Dejong,003A000000fYfu3IAC,001A000000W8PJKIA3,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Northshore Dermatology Associates,9858932620,x,Registered,Registered,$3.50 ,
1/10/2017,F,Johanna Dejong,003G000002ZI65kIAD,001G000001zTZO3IAO,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Orleans Primary Care,5048375200,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003A000000gbLAoIAM,001A000000W92vXIAR,OTM Responder - 2017 Jan San Jose Dinner Seminar,Josefa F Simkin MD,8317611141,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003G0000024iy4YIAQ,001G000001fHHoOIAW,OTM Responder - 2017 Jan Houston Dinner Seminar,Shehata Medical Clinic Md Pa,8326287313,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003G0000012ghsmIAA,001A000000W8v1BIAR,OTM Responder - 2017 Jan Orlando Dinner Seminar,Heartland Healthcare Inc,8634211207,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003G0000013UizhIAC,001G000000pHbEZIA0,OTM Responder - 2017 Jan Orlando Dinner Seminar,Rapha Vascular Specialists,8635778346,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003G0000024j0gTIAQ,001G000001fHHtAIAW,OTM Responder - 2017 Jan Seattle Dinner Seminar,Evergreen Treatment Services,2062233644,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jeff Grygiel,003G0000013VPTyIAO,001G000000pHk57IAC,OTM Responder - 2017 Jan Seattle Dinner Seminar,Skokomish Health Center,3604265755,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jim McGonigle,003A000000aaFYuIAM,001A000000OqzFAIAZ,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Regional Healthcare,3018395804,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jim McGonigle,003G000001gaiBNIAY,001G000001LPEBEIA5,OTM Responder - 2017 Jan Orlando Dinner Seminar,St Anthony Family Practice,4075126401,x,Registered,Registered,$3.50 ,
1/10/2017,F,Jim McGonigle,003A000000bk2krIAA,001A000000W9387IAB,OTM Responder - 2017 Jan Seattle Dinner Seminar,I-Jen Chen MD,2062976056,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kevin Clinton,003G0000013VK9cIAG,001G000000pHf6BIAS,OTM Responder - 2017 Jan Memphis Dinner Seminar,Alliance Senior Health,8707333867,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kevin Clinton,003G0000013VJopIAG,001G000000pHevdIAC,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Hearts Clinic Of New Orleans,5045239691,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kevin Clinton,003G0000024TimCIAS,001G000001fHDPXIA4,OTM Responder - 2017 Jan Orlando Dinner Seminar,Synapse Neurological Care Pa,3524047712,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kevin Clinton,003G000002LDk8KIAT,001G000001qkwojIAA,OTM Responder - 2017 Jan Orlando Dinner Seminar,Dr Nancy Darlene Henry Np,3869573334,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kim Warnick,003G000002LDgSsIAL,001G000001qktSqIAI,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Lindsay Y Fantaci MD,5049348333,x,Registered,Registered,$3.50 ,
1/10/2017,F,Kim Warnick,003G000000re0jnIAA,001G000000gwpBcIAI,OTM Responder - 2017 Jan Seattle Dinner Seminar,Seattle Ultrasound,2063866300,x,Registered,Registered,$3.50 ,
1/10/2017,F,Lauren Gerry,003G000002aAb1CIAS,001G000001yenRBIAY,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Bethesda Medical Clinic,5042658304,x,Registered,Registered,$3.50 ,
1/10/2017,F,Lauren Gerry,003A000000bk9I8IAI,001A000000W8XYRIA3,OTM Responder - 2017 Jan Orlando Dinner Seminar,Orange Blossom Family Health Center,4074285751,x,Registered,Registered,$3.50 ,
1/10/2017,F,Lauren Gerry,003G000002LDnIGIA1,001G000001qkxjrIAA,OTM Responder - 2017 Jan Seattle Dinner Seminar,Coho Medical Group,4252235892,x,Registered,Registered,$3.50 ,
1/10/2017,F,Lauren Gerry,003G000002MUQgAIAX,001G000001rJL9mIAG,OTM Responder - 2017 Jan Seattle Dinner Seminar,Michele K Coleman Do & Assoc Inc,3606300072,x,Registered,Registered,$3.50 ,
1/10/2017,F,Paul Gallant,003A000000bk6RXIAY,001A000000W9M4RIAV,OTM Responder - 2017 Jan Memphis Dinner Seminar,Green Clinic,9017552255,x,Registered,Registered,$3.50 ,
1/10/2017,F,Paul Gallant,003G0000016xQElIAM,001G000000t0xUmIAI,OTM Responder - 2017 Jan New Orleans Dinner Seminar,DIAMC,7733984143,x,Registered,Registered,$3.50 ,
1/10/2017,F,Paul Gallant,003G000002YdwsJIAR,001G000001zSEGJIA4,OTM Responder - 2017 Jan Seattle Dinner Seminar,Zindt Chiropractic Center,2534732232,x,Registered,Registered,$3.50 ,
1/10/2017,F,Robyn Davis,003A000000fZXffIAG,001A000000W8cyLIAR,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Om P Garg MD,5047239797,x,Registered,Registered,$3.50 ,
1/10/2017,F,Robyn Davis,003G000002Ydf6pIAB,001G000001zS4nzIAC,OTM Responder - 2017 Jan New Orleans Dinner Seminar,Richard B Willner Md,5046211670,x,Registered,Registered,$3.50 ,
1/10/2017,F,Robyn Davis,003G0000013qFbiIAE,001A000000W9KClIAN,OTM Responder - 2017 Jan Orlando Dinner Seminar,Lake Point Medical,3527535522,x,Registered,Registered,$3.50 ,
1/10/2017,F,Robyn Davis,003G0000013qFn5IAE,001A000000W93w9IAB,OTM Responder - 2017 Jan Orlando Dinner Seminar,Florida Lipid Institute,4076718598,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ryan Fish,003G000000rdy4fIAA,001G000000gwuVAIAY,OTM Responder - 2017 Jan Memphis Dinner Seminar,Todd F Brooks MD,9017618100,x,Registered,Registered,$3.50 ,
1/10/2017,F,Ryan Fish,003G000002LDpjZIAT,001G000001qkxprIAA,OTM Responder - 2017 Jan Seattle Dinner Seminar,Seattle Pacific University Health,2062812231,x,Registered,Registered,$3.50 ,
1/10/2017,F,Sherina Howard,003A000000e6r9WIAQ,001A000000W9Hi4IAF,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Foxhall Cardiology,2024645770,x,Registered,Registered,$3.50 ,
1/10/2017,F,Sherina Howard,003G0000013qFlcIAE,001A000000W8PtJIAV,Q1 2017 OTM  FLPMA SAM Conference,University Podiatry Associates,9546807133,x,Registered,Registered,$3.50 ,
1/11/2017,F,Ashley Defilippo,003A000000e94XAIAY,001A000000W8lwNIAR,OTM Responder - 2017 Jan Memphis Dinner Seminar,Adult & Pediatric Foot Center,9015370078,x,Registered,Registered,$3.50 ,
1/11/2017,F,Ashley Defilippo,003G0000017RBblIAG,001A000000W8Pu6IAF,OTM Responder - 2017 Jan Orlando Dinner Seminar,Kids Care Of Central Florida,4074591916,x,Registered,Registered,$3.50 ,
1/11/2017,F,Ashley Defilippo,003G000000xVtnnIAC,001A000000W8kqPIAR,OTM Responder - 2017 Jan Orlando Dinner Seminar,Jonathan Greenberg MD,4076489500,x,Registered,Registered,$3.50 ,
1/11/2017,F,Ashley Defilippo,003A000000fzQRjIAM,001A000000W8aRlIAJ,OTM Responder - 2017 Jan San Jose Dinner Seminar,Naresh K Kapoor MD,4082548280,x,Registered,Registered,$3.50 ,
1/11/2017,F,Adam Hershkowitz,003G000002LDkLzIAL,001G000001qkv7qIAA,OTM Responder - 2017 Jan Orlando Dinner Seminar,Richard Nathanson MD,4072986210,x,Registered,Registered,$3.50 ,
1/11/2017,F,Anne Peabody,003A000000e7TK0IAM,001A000000W8UBRIA3,OTM Responder - 2017 Jan Bethesda Dinner Seminar,Ziad H Idriss MD Pediatrics,3016546303,x,Registered,Registered,$3.50 ,
